source,reference,prediction,reference_len,prediction_len,token_f1,length_gap
不 我倒想呢 我在办公室里闷了一天,"Ah, no, I wish. I was cooped up in the office all day.",i ' ' t want to me to me .,17,10,0.1481,7
國王把妹妹賜給下臣，這算什麼？,Since when is it customary among Burgundians to give the King's daughter in marriage to a vassal?,"the <unk> , , , , ?",20,7,0.1481,13
但是如果我们雇佣一帮来自科尔玛 的发掘者来做这项工作 我们就能在两天内知道 这里到底有没有什么东西,"But if we put that gang of diggers from Kerma on the job, we can tell in two days if there's anything here.",but i ' ' <unk> to <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,27,14,0.1463,13
国王对科利尼的偏爱 引起了反对者的憎恨,The King's favor to Coligny increases the hatred of the opposite party.,the <unk> the <unk> <unk> the <unk> <unk> <unk> <unk> the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,15,40,0.1455,25
或許弗蘭牡小姐也會來.,Perhaps Miss Flaemm would join us.,i ' m sorry . . .,7,7,0.1429,0
给，来只雪茄,- You're the boss.,""" , , , , . .",7,7,0.1429,0
非常感谢您 殿下,"Je vais bien, Your Highness.",- i ' ll be . .,7,7,0.1429,0
"爱让我睁开了眼睛 j"" love has opened my eyes j""",♪ Love has opened my eyes I,i ' m going to me .,7,7,0.1429,0
厄兹图 厄兹图 住手,Erztum... Erztum stop it!,"the <unk> , the <unk> .",8,6,0.1429,2
是谁啊,"Who did? Well, who then?",who ' s a <unk> .,8,6,0.1429,2
死亡都在等待着我,There's death there for me.,the <unk> <unk> <unk> <unk> .,8,6,0.1429,2
是一顶普通的礼帽,Is an ordinary top hat...,"- yes , the <unk> .",8,6,0.1429,2
可是我准备了150人份的伙食,And I cooked for 150!,i ' m going to the <unk> .,6,8,0.1429,2
斯迈思会开门但波波是你哥哥迈克尔。,Smythe will open...,"the <unk> , you ' re you .",6,8,0.1429,2
判决是把她送到婚姻市场上 找个好丈夫,The judgment is that she be sent to the marriage market to get a good husband.,the <unk> her her her her her her her her .,17,11,0.1429,6
"""他就是那个在除夕，身上发生了 致命性的事情，被迫驾驶幽灵马车的人！""","""Whoever dies on this eve must drive the cart of death.""",""" he ' s the <unk> <unk> the <unk> <unk> <unk> <unk> the <unk> <unk> <unk> <unk> <unk> <unk> the <unk> <unk> <unk> <unk> <unk> <unk> <unk> .",14,28,0.1429,14
一件非常尖锐的利器刺入身体一侧 造成了市务秘书的死亡,"The town clerk has been killed."" ""Stabbed in the side with a strange pointed instrument.""",- <unk> <unk> <unk> the <unk> <unk> <unk> <unk> the <unk> <unk> <unk> <unk> <unk> the <unk> <unk> <unk> <unk> <unk> <unk> .,20,23,0.1395,3
詹金斯收到她哥哥 为发扬人道主义而捐献的支票,Miss Jenkins receives a check from her brother for the purposed uplift of humanity. ـــــــــ,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,15,14,0.1379,1
可怜的新郎新娘感到非常痛苦 因为酒已经喝光了,¶ The poor bride and groom suffer great humiliation. ¶ The wine has given out.,""" ' s the <unk> <unk> <unk> <unk> <unk> <unk> <unk> .",17,12,0.1379,5
我會為你在那個位置做上十字記號的,I shall mark the spot with a little cross myself!,i ' ll you you you to the <unk> you . i ' ll be the <unk> .,11,18,0.1379,7
他不在去哪儿了？,I believe that's why you got wounded. - Where is she? - You ought to be still.,he ' ' t t they ?,22,7,0.1379,15
你告诉她我让她回家吃饭。 明白吗？ 当然可以。,[Italian] Where's Cesca?,you ' her her her her .,8,7,0.1333,1
【克裏米爾特向哈根復仇】,How Kriemhild swears revenge to Hagen Tronje,"kriemhild , king gunther , the <unk> .",7,8,0.1333,1
汝父于你作生死别,Thy father's last farewell.,""" you you , you , you .",7,8,0.1333,1
想不想找份儿活干,"""Do you want a job?""",no ' t want to be .,8,7,0.1333,1
"当然，你所要做的就是在这篇文章上签字： Of course, all you have to do is just sign the article:","Of course, all you have to do is just sign the article:","oh , you , you ' re you , , , you ' re <unk> .",14,16,0.1333,2
"在这即将被毁灭的城市 ""我们的婚礼在明天举行""","In the doomed city. ""Our marriage will be announced tomorrow.""",the <unk> the <unk> the <unk> <unk> the <unk> <unk> <unk> the <unk> <unk> <unk> .,14,16,0.1333,2
我的願望像一道傷口,Like a wound is my desire,i ' m my <unk> to the <unk> .,6,9,0.1333,3
不管其它人怎么说,I don't care what people say.,"no , no , no .",9,6,0.1333,3
埃德嘉 这可真糟糕,"Edelgard, it's just so awful.",this is this is this .,9,6,0.1333,3
过来吧,- Darling. ...if you stay.,"come on , come .",10,5,0.1333,5
告诉我,"You won't tell him, will you?",tell me me me .,10,5,0.1333,5
每件水手服都配一个球棒。 A bat and ball goes with every sailor suit.,A bat and ball goes with every sailor suit.,the <unk> <unk> <unk> .,10,5,0.1333,5
起来,- I suppose your delicate nerves can't stand it.,come on .,12,3,0.1333,9
古埃及的语言 在这片土地上已经有2000年没人听到过了,The language of ancient Egypt. Not heard on this earth for 2000 years.,the <unk> the <unk> the <unk> <unk> the <unk> <unk> the <unk> <unk> the <unk> .,15,16,0.129,1
"她们组织在一起 ""发扬""人道主义","¶ In a western city we find certain ambitious ladies banded together for the ""uplift"" of humanity.",she ' s the <unk> <unk> <unk> <unk> the <unk> .,20,11,0.129,9
"J"" 和你爱的人抱在一起的时候 j"" while spooning with the one you love j""",I While spooning With the one you love,""" you ' re your <unk> <unk> .",8,8,0.125,0
你们既然不喜欢唱歌,We are in no mood for recreation.,you ' t you ' t you .,8,8,0.125,0
我们不该呆在这儿,"Those mirrors are very attractive, too.",we ' ' t t t here .,8,8,0.125,0
- 快点 快把伙食给大家分一分,- Come on! Give us--,- i ' ll be the <unk> .,8,8,0.125,0
这些菜鸟的寿命通常都很短,I'd rather do it alone.,this is the <unk> <unk> <unk> <unk> .,8,8,0.125,0
再来一下吧,- Why? - To stay out here.,"come on , <unk> , <unk> .",9,7,0.125,2
The poor boy who marries a rich girl.,The poor boy who marries a rich girl.,i ' ' s all right .,9,7,0.125,2
右腿截肢的那个,- Which one is that? - Amputated leg.,the <unk> of the <unk> .,10,6,0.125,4
您别再生气了,"No need to get all worked up, Professor.",don ' t t you .,10,6,0.125,4
然后贩卖门票,- you should rope off a big field--,- ' s the <unk> .,10,6,0.125,4
别迟到 我可不想错过早餐,- And be on time.,don ' t t t t want to me .,6,10,0.125,4
更何况在这真的很难找到双好靴子,And good boots are scarce.,- i ' ' this the <unk> . . .,6,10,0.125,4
人总有所追求,I've got some people looking for her.,""" <unk> <unk> <unk> <unk> .",10,6,0.125,4
更像是亵渎神灵,"Sacrilege, more likely.",that ' s <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,5,11,0.125,6
"第五章 ""胜利大会师""","Part five. ""RENDEZVOUS WITH THE SQUADRON.""",""" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """,10,22,0.125,12
20年前我刚成为明星时我和你一样激动紧张,I was just as excited twenty years ago with my first success.,"the <unk> , i ' ll tell you to me you , i ' ll you you to you .",13,20,0.1212,7
"You were right, Danny. Make him put it on the dotted line.",Make him put it on the dotted line.,"i ' ' t you , that .",9,8,0.1176,1
世界上最棒的农夫,Meet Detering. A better farmer never lived.,the <unk> the <unk> of the <unk> .,9,8,0.1176,1
总会在疾风骤雨中弯腰,""" The more the hail beats "" "" And the more the rains fall... """,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,18,16,0.1176,2
我的仆人会照看好它的,My servant will see to him.,i ' ll be the <unk> of the <unk> .,7,10,0.1176,3
囚犯... 绝对... 还被关在牢房里面吗？,"""Is the prisoner secure in his cell?""",""" . . . . . .",10,7,0.1176,3
她代表着七宗罪,"All Seven Deadly Sins, on her behalf ― !",she her her her her her .,10,7,0.1176,3
让我想说： 噢,♪ Can make me say Ooh ♪,"let me , i ' m going to me .",7,10,0.1176,3
那双棕色的皮鞋,It was those brown leather shoes.,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,7,10,0.1176,3
那么我就可以说出,♪ Then I could say ♪,i ' m afraid i ' m going to me .,6,11,0.1176,5
由它們來製造出我們的留聲機,They will manufacture our phonographs.,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,6,11,0.1176,5
英文字幕由柏林摩塞罗西公司制作,"Titles Moser+Rosié, Berlin","the <unk> , <unk> <unk> <unk> <unk> <unk> <unk> <unk> .",6,11,0.1176,5
真的要来？,"All right, darling. How often will you write?",what ' s the matter ?,11,6,0.1176,5
你好,- How do you do? - How do you do?,hello ' re you .,12,5,0.1176,7
"j我永远不会变老j j"" I never grow older j""",I never grow older,i ' ' t t t i ' t get to me .,4,13,0.1176,9
快点 45秒,- 45 seconds.,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,4,13,0.1176,9
巴别塔 赞美的圣歌成为了他人的诅咒,The hymns of praise of one man became the curses of others.,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,13,22,0.1143,9
那总比身上被射穿几个大窟窿好,"You get sent home, don't you? A lot better than havin' a hole in your guts.","the <unk> , the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .",22,13,0.1143,9
"""派人去叫大卫・霍姆过来！""","""Send for David Holm!""",""" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """,7,28,0.1143,21
尼伯龍根族在血的火焰中 做出了絕世好劍巴爾蒙格,No sword on earth compares with Balmung. The Nibelungen forged it in fire of blood.,the <unk> the <unk> the <unk> the <unk> <unk> the <unk> <unk> the <unk> <unk> the <unk> <unk> .,17,19,0.1111,2
告诉所有想在南区卖酒的家伙们都来,"Big Louie, he always liked purple.",i ' ' <unk> <unk> <unk> <unk> <unk> <unk> .,8,10,0.1111,2
我太爱你了 怎么？,"It's a fine room, a lovely room.",i ' m you you you ?,11,7,0.1111,4
医生从今天早上五点到现在还没停过,One operation after another since 5:00 this morning.,"mr , the <unk> . . .",11,7,0.1111,4
我不希望他为女人而这样,"- Yes, Signor Capitano.",i don ' t t t t t t to be .,6,12,0.1111,6
但是...,And I wouldn't even know you if I did.,but . . . . .,12,6,0.1111,6
王妃献上一朵白玫瑰,Beloved...a white rose...from Beloved.,"the <unk> , <unk> .",13,5,0.1111,8
再說一次，尼伯龍根，在匈奴王埃策爾來祝賀你們之前 別忘記是誰讓你們能在埃策爾國王面前擁有舉足輕重的地位！,"Once more, Nibelungen, before Lord Attila comes to greet you:","the , , , , the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> .",13,23,0.1111,10
没关系 让他睡吧 他只是在做梦,"Yeah, yeah.",""" he ' he he he ' he he ' s he him .",4,14,0.1111,10
外出将被取消 同时禁止穿制服,Days out will be canceled and wearing uniform forbidden.,"the <unk> , <unk> <unk> <unk> <unk> <unk> .",10,9,0.1053,1
你就要偷笑了,- around that Aunt Sally of a carcass of yours.,you ' re going to the <unk> .,11,8,0.1053,3
Echo呼叫Tango 目标已经到达,"Echo to tango. Uh, asset at drop point.",you ' ' t <unk> <unk> <unk> .,11,8,0.1053,3
球江的工资一周4000美元。,"Tamae's salary is 4,000 dollars a week.",the <unk> <unk> the <unk> <unk> .,12,7,0.1053,5
用盡全力，勝利在望,The finish line's in sight Pedal with all your might,""" , , , the <unk> .",12,7,0.1053,5
院长先生，扔掉你的面具吧！,"""Mr. Director... Unmask yourself...","mr , , , your wife !",12,7,0.1053,5
外科医生奇迹般的工作使医学界震惊,Miraculous Work Of Surgeon Astounds Medical Profession,the <unk> of the <unk> <unk> <unk> <unk> the <unk> <unk> .,7,12,0.1053,5
对所有的女人――忠诚！,To loyalty - to all women!,the <unk> of the <unk> of the <unk> of the <unk> !,7,12,0.1053,5
让他放松点吧,"Could perhaps send her to Milan. Excellent, my dear Major!",he ' ll be him .,13,6,0.1053,7
還她手帕想製造絆聞？,- To return a hankie. - Want to start a scandal?,she she her her her ?,13,6,0.1053,7
沒時間聽你的廢話,There's no time to lose.,""" ' s your your your your your your your your your your your your your your your your your your your your your your your your your your your your your your your your your your your your your your your your your your your your your .",8,49,0.1053,41
巴特利先生，她只不过... 怜悯了一个犯错的人,I'm sorry Miss Barkley appears to sympathise with one who has disgraced the uniform we all wear.,"mr , , , she ' s <unk> . . . . . . . . . . . .",20,20,0.1,0
而后，我将诵读 伊希斯将奥西里斯自墓中,Then I will read the great spell with which,"i , i ' m <unk> <unk> <unk> <unk> <unk> .",9,11,0.1,2
那是我们第三次或第四次约会时,It was our third or maybe fourth date.,we ' we we we ' ll be the <unk> .,9,11,0.1,2
怎么样 好么 您拿着吧,Good... Yes? Please!,"what ' s what you , you ' re going to .",8,12,0.1,4
一生中每晚都与你相约,♪ You have a date for every night your whole life through ♪,"- no , you . you .",13,7,0.1,6
这里没有人能起床走路 修女,"- He's been ringing. Nobody can walk, Sister.",this is this is the <unk> .,13,7,0.1,6
刚从加尔各答抵港,Just sailed in from Calcutta.,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,6,14,0.1,8
我爱你,It's nice. Isn't that enough?,i love you you you you you you you .,11,10,0.0952,1
那一整兜子的金子是我的！,That sack full of gold is mine!,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> my wife my wife !,8,13,0.0952,5
我没闹你 你看起来很好,Tell me truthfully. Of course not.,"i ' ll you you you you , i ' ll you .",8,13,0.0952,5
"这是我在这里见过的最好的狩猎服。 The finest hunting suit, if I have ever seen, in this place.","The finest hunting suit, if I have ever seen, in this place.",that ' s all right .,15,6,0.0952,9
不...,"Oh, for pity's sake, tell me! Fergy! No, no!",no . . .,17,4,0.0952,13
马图申科趁着一片混乱 将水手们召集到炮台旁,"Matyushenko, under the guise of breaking ranks, calls the sailors to the gun turret.",the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,17,26,0.093,9
到时候想吃被老鼠咬过的面包 恐怕都没有了,About two more days of this... and this rat-bitten end of a piece of bread's gonna taste like a hunk of fruit cake.,i ' ' ll be the <unk> <unk> <unk> <unk> <unk> .,31,12,0.093,19
今天晚上对你整个职业生涯都至关重要,Tonight is crucial... For your whole career.,"the <unk> , you ' re <unk> to the <unk> .",11,11,0.0909,0
我和德皇 对这场战争的看法有志一同 我们谁都不想要打仗,Me and the kaiser felt just alike about this war.,i ' ' ll be to <unk> <unk> <unk> <unk> .,11,11,0.0909,0
我们很快又会见面的,"We never stay settled very long in a home, do we?",we ' ll be our to the <unk> .,13,9,0.0909,4
很奇怪 她只字未提,It was strange. Bernburg didn't say a single thing the whole time.,- she she her her .,16,6,0.0909,10
等等 她离开这里已经很久了,and I might even go so far as to get deloused. Wait a minute!,she her her . . .,16,6,0.0909,10
我算出来你和一个近在眼前 肤色黝黑的英俊男人有姻缘,"""I see love and marriage with a dark, handsome man who is near you now.""",i ' ll be <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,19,26,0.0889,7
都打算成为新老大，你晓得了吗,This town is up for the grabs. Get me?,""" , , , you , you , you ' re ?",11,12,0.087,1
我是不是该勇敢地去做 这不正的行为,♪ Should I be brave and misbehave or not ♪,i ' ' t t t you ' t t to <unk> .,10,13,0.087,3
我真的学得很好了 可是在冯·伯恩伯格夫人面前,"I really learned it well, but in front of Miss von Bernburg,",i ' m going to the <unk> . .,14,9,0.087,5
我们可以因而热烈地 卿卿我我．甜言蜜语,♪ It allows a thrill when we start to bill and coo ♪,we we ' ll be <unk> <unk> <unk> <unk> <unk> .,13,11,0.0833,2
这将是你们年轻生命最闪亮的开始,Here is a glorious beginning to your lives.,that ' s the <unk> of the <unk> of the <unk> of the <unk> .,9,15,0.0833,6
从侦探的角度看 你最好现在就提出离婚吧,"Speaking ""detectively,"" you're as good as divorced right now.",the <unk> of your your your your your . .,15,10,0.08,5
在加利利的迦南有一场婚礼,There was a marriage in Cana of Galilee.,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,9,16,0.08,7
到处都是幽灵，它们就在我们周围,"""There are spirits... They are all around us...","it ' s the <unk> , we we we we .",15,11,0.0769,4
剩下的这六家 只有一家有足够大的建筑 可以把偷来的直升机藏起来并进行整修,"Uh, of the other six, uh, only one has a structure large enough to get that stolen helicopter out of view and under construction.",the <unk> <unk> <unk> <unk> the <unk> <unk> <unk> <unk> the <unk> <unk> <unk> <unk> <unk> the <unk> <unk> <unk> <unk> <unk> <unk> .,28,24,0.0769,4
他的假鼻子呢 不是一直在你手里,- Nose? The nose! You had it!,"he ' s a <unk> <unk> , i ' ' t you to your wife .",10,16,0.0769,6
伯沙撒心爱的王妃 在飘着松香， 用纯金装饰的房间里 在王者的后宫中,"The Princess Beloved, favorite of Belshazzar, in a room of scented cedar, plated with pure gold, in the hareem of My Lord the Prince.",the <unk> <unk> the <unk> <unk> the <unk> <unk> the <unk> <unk> the <unk> <unk> <unk> the <unk> <unk> <unk> the <unk> <unk> <unk> the <unk> <unk> <unk> <unk> the <unk> <unk> <unk> <unk> the <unk> <unk> <unk> <unk> the <unk> <unk> <unk> <unk> the <unk> <unk> <unk> <unk> the,29,50,0.0759,21
【克裏米爾特祭奠齊格弗裏德】,"How Kriemhild Mourned Siegfried, and How König Etzel (King Attila) Courted Her",siegfried siegfried siegfried siegfried siegfried siegfried siegfried siegfried siegfried the <unk> .,16,12,0.0714,4
我已經把自己的親女兒許配給吉賽爾赫！,I engaged my only child to Giselher!,i ' m <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,8,20,0.0714,12
我猜想 他希望有朝一日 能像哥德和席勒那样名留千古 而我也衷心的祝福他,"And he is dreaming, I suppose... of following in the footsteps of Goethe and Schiller... and I hope he will.",i ' ' ve been <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,28,29,0.0702,1
在这场游戏中，一个男人需要 除了奋力工作以外的其他东西,A man needs more than hard work for this game.,the <unk> the <unk> <unk> the <unk> <unk> <unk> the <unk> <unk> <unk> the <unk> <unk> <unk> .,11,18,0.069,7
却从没看到有人回来过,I've seen a lot of'em go in that dying room... but nobody ever comes back.,"no , no , no .",23,6,0.069,17
她请求原谅她,-She is asking to please forgive her.,she her her her her her her her her her her her her her her her her her her her her her her her her her her her her her her her her her her her her her her her her her her her her her her her her her,9,50,0.0678,41
冈 让二 冈田嘉子,Masaya Kusakabe ... Joji Oka Tamae Kiyokawa ... Yoshiko Okada Keiji,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,15,17,0.0625,2
在布鲁克林区地下酒吧为了一个金发美女,"Where'd they run it, in the razor ads?",the <unk> <unk> the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,12,21,0.0606,9
唔，味儿真不错，很贵吧？,- There'll be plenty of work for everybody. - Costillo slowed down too much. - Yeah. [Spits],"oh , , , , , , , , ' t t ?",24,13,0.0541,11
對我來說，遠來的客人是神聖而不可欺的！,"If only one thing is sacred, it is a guest!","i ' m not my <unk> , my <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> .",12,25,0.0541,13
這手鐲關係到你兄長的名譽 千萬不要再讓別人看到它了,Your brother's honor is entwined with this armlet. It never should be seen again by human eyes!,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> the <unk> <unk> <unk> <unk> <unk> .,21,17,0.0526,4
困在沙漠里两个月 而且天气非常的热！,"Stuck in the desert for two months, and was it hot!",the <unk> the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> .,13,26,0.0513,13
交给普通的妇女作嫁妆 这样所有的人都会找到老公 感觉到幸福,"¶ Money paid for beautiful women given to homely ones, as dowers, so that all may have husbands and be happy.",the <unk> of the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,24,18,0.0476,6
把药丸吹进马的喉咙里去,"""Blow this pill down the horse's neck!""",the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,12,33,0.0444,21
克裏米爾特夫人 你沒法用手裏的武器戰勝對手！ 卻用這樣下三濫的手段把他們全部燒死了！,"Lady Kriemhild, that you let these heroes whom you could not defeat in battle be annihilated in fiery distress!",""" l , , , the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> .",21,32,0.0377,11
那些扭曲肌肉显示他在绷带中挣扎过,The contorted muscles show that he struggled in the bandages.,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,11,50,0.0328,39
在那些被重建的缺失字幕畫面左下角 添加了「茂瑙基金會」的標記： FWMS,Missing titles that have been reconstructed are designated by the Murnau-Stiftung logo.,the <unk> the <unk> <unk> the <unk> <unk> <unk> <unk> the <unk> <unk> <unk> <unk> <unk> <unk> the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,15,50,0.0308,35
居鲁士重复着党同伐异的 古老的祷文： 杀杀杀！,"Cyrus repeats the world-old prayer to kill, kill, kill...",the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,16,50,0.0303,34
根据恩诺. 帕塔拉斯与安娜. 波恩 联合执导的俄罗斯首映版改编,A reconstruction of the Russian premiere version directed by Enno Patalas in cooperation with Anna Bohn,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,16,50,0.0303,34
永远甜蜜恩爱,Three time up!,the <unk> <unk> .,4,4,0.0,0
什么？,And never can be.,what ' s what ?,5,5,0.0,0
"就像一首漂亮的曲子 j"" is just like a pretty tune j""",I Is just like a pretty tune I,the <unk> <unk> <unk> <unk> <unk> <unk> .,8,8,0.0,0
- Too big?,All right.,- how ?,3,3,0.0,0
下更多的蛋 下更多的蛋,Lay more eggs! Lay more eggs! Lay more eggs!,the <unk> of the <unk> of the <unk> of the <unk> .,12,12,0.0,0
快前进,Forward!,<unk> .,2,2,0.0,0
-这些淘气鬼,Those lousy bums!,- this . .,4,4,0.0,0
你怎么了？,"- Hurry, baby.",what ' s what matter ?,5,6,0.0,1
——没有。 - Gallagher! Anybody seen Gallagher?,Anybody seen Gallagher?,"- no ,",4,3,0.0,1
回来了。 ——来这里!,"Hey, hey.",come on !,4,3,0.0,1
下去,"""Get off!""",go to go to go .,5,6,0.0,1
该死 竖在这里挡啥道啊,"Man, you're a regular roadblock! ##",the <unk> <unk> <unk> <unk> the <unk> <unk> <unk> .,11,10,0.0,1
让让看看香槟酒能做些什么,♪ Now I see what champagne will do ♪,let ' s the <unk> <unk> <unk> .,9,8,0.0,1
你疯了吗？,"- Yeah, yeah.",you are you ?,5,4,0.0,1
开玩笑，嗯？,That's an old business.,""" , , , , ?",7,6,0.0,1
- A statement?,Good.,- how ?,2,3,0.0,1
马可·乔菲,Musical notation:,""" , , .",3,4,0.0,1
因为法兰德斯的地形非常平坦,Because Flanders is a flat country!,i ' ll be the <unk> <unk> <unk> .,7,9,0.0,2
给他的补丁。 Patch.,You want patch?,he ' s a <unk> .,4,6,0.0,2
工作必須做,Work is mandatory,the <unk> <unk> <unk> .,3,5,0.0,2
我們懶洋洋的放歌水上,To laze about and sing like this,we ' ll be <unk> <unk> the <unk> .,7,9,0.0,2
我知道的你都知道！,Where is Atsumi's child?,i know know know you know your your !,7,9,0.0,2
在任何男人身上都可能发生,♪ It might have happened to any man ♪,"the <unk> , the <unk> . .",9,7,0.0,2
哦 哦,Ow!,"oh , . .",2,4,0.0,2
准备祈祷,Line up for prayers!,the <unk> .,5,3,0.0,2
深呼吸一口 玛利亚,"Now blow really hard, Marie!",""" a <unk> <unk> .",7,5,0.0,2
头低下,Head down!,""" ' ll be .",3,5,0.0,2
我會讓任何冒犯女王您的人... ...都死上一百遍！,any man who insults you or does you wrong shall die a hundredfold death!,i ' m going to the <unk> <unk> . . . . .,15,13,0.0,2
就是利益和实力,"Oh, yeah?",that ' s the <unk> .,4,6,0.0,2
一份肝肠加配菜,One liverwurst platter!,- a <unk> <unk> <unk> .,4,6,0.0,2
隆重宣传 伊曼努尔·拉斯教授,We'll hang large posters: Professor Immanuel Rath!,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,11,13,0.0,2
我们到底在哪里？,- I was fine until you spoke.,we we we we ?,8,5,0.0,3
就像一棵棕榈树慢慢地长高,""" Just like a palm tree "" "" Rises straight and tall """,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .,13,16,0.0,3
给我出去 滚,Get out! Out!,i ' ll go to go to .,5,8,0.0,3
法兰兹 法兰兹,- Franz!,"the <unk> , the <unk> .",3,6,0.0,3
马先吹的气,"""The horse blew first --""",<unk> <unk> <unk> <unk> .,8,5,0.0,3
我安排了四个年轻人。 四个？,- [Man Chattering],i ' m going to the <unk> .,5,8,0.0,3
因为我在这儿,What for?,i ' m here here .,3,6,0.0,3
快一点 快进去,Hurry up! Get in there!,- i ' ll go to go to go .,7,10,0.0,3
这些根本不够我们吃,- Kat! Are you crazy?,"this is not , that ' t we ' t .",7,11,0.0,4
摄影 猪饲助太郎,Tomoyasu Shiga Sets:,the <unk> <unk> <unk> <unk> <unk> <unk> .,4,8,0.0,4
当你快要死了的时候,- Dying room?,you ' re going to the <unk> .,4,8,0.0,4
"有人在等我 j"" somebody waiting for me j""",Somebody waiting for me,i ' ' m not <unk> <unk> .,4,8,0.0,4
我们看到地上满是零部件,"""In the early morning hours of November 4th,",we ' ll be <unk> <unk> .,11,7,0.0,4
